Valores de variáveis;;;;;
Nome;Descrição;Nível de medição;Catergoria;Descrição da categoria;Tamanho
;;;12936;Curuçá FM 87,9(BA);
;;;12937;Iraquara FM(BA);
;;;12938;Prado FM(BA);
;;;12939;Ibotirama FM(BA);
;;;12940;Seabra 104,9 FM(BA);
;;;12941;Tomba 87,9 FM(BA);
;;;12942;Nova Salvador (Salvador)(BA);
;;;12943;Brasil - 107,7 FM(BA);
;;;12944;Salmos FM 102,1 (BA);
;;;12945;104,9 FM Mortugaba (BA);
;;;12946;São Francisco FM 104,9 Sobradinho (BA);
;;;12947;96,3 FM Guanambi (BA);
;;;12948;Feliz FM 92,3 Salvador (BA);
;;;12949;Transamérica Hits 100,1 Anagé (BA);
;;;12950;Itapoan FM 97,5 Lauro de Freitas (BA);
;;;12951;Litoral FM 95,7 Camamu (BA);
;;;12952;Cacau FM 88,5 Ibicaraí (BA);
;;;12953;Cultura Am 1360 Paulo Afonso (BA);
;;;12954;Vila Nova FM Anagé (BA);
;;;12955;Itatiaia FM 104,9 São José do Jacuipe (BA);
;;;12956;Cidade FM 104,9 Guanambi (BA);
;;;12957;Macaubas FM 103,9 Macaubas (BA);
;;;12958;Grande Rio AM 680 Sobradinho (BA);
;;;12960;Vitória FM 103,3 Gandu (BA);
;;;12961;Clube FM 95,9 Vitória da Conquista (BA);
;;;12962;Uesb FM 97,5 Vitória da Conquista (BA);
;;;12963;Mix Fm 89,9 Conceição do Jacuipe (BA);
;;;12964;Culltura Fm 92,7 Paulo Afonso (BA);
;;;12965;Transamérica FM 100,1 Vitória da Conquista (BA);
;;;12966;São Francisco de Paula FM 104,9 Sobradinho (BA);
;;;12967;Melodia Conquista FM 87,9 Vitória da Conquista (BA);
;;;12969;Educadora Povo AM 1570 Jabaquara (BA);
;;;12970;Educadora Povo AM 1560 Pombal (BA);
;;;12971;Esperança FM Teixeira de Freitas (BA);
;;;12972;Santa Cruz FM 87,9 Cruz das Almas (BA);
;;;13100;Lagos FM 102,3 (CE);
;;;13101;Alto Piranhas AM (CE);
;;;13102;Boa Esperança AM (CE);
;;;13103;Kiss FM (CE);
;;;13105;Mix FM (CE);
;;;13106;Templo Central FM (CE);
;;;13107;Jesus 105,1 FM (Fortaleza) (CE);
;;;13108;91,1 FM (Fortaleza)(CE);
;;;13110;Carius 91,5 FM (CE);
;;;13111;103,1 FM (Trairi) (CE);
;;;13112;Princesinha da Serra 92 FM (Uruburetama) (CE);
;;;13113;Itapipoca FM (CE);
;;;13114;Transamérica FM 101,3 (CE);
;;;13115;Plus FM 90,9 (CE);
;;;13116;Papagaio FM - 97,5 FM (CE);
;;;13117;AM do Povo (CE);
;;;13118;Atlântico Sul FM (CE);
;;;13119;Oasis do Deserto FM (CE);
;;;13120;Cultura FM (Assare) (CE);
;;;13121;Juca FM 90,9 FM (CE);
;;;13122;Icó FM (CE);
;;;13123;Nova Olinda AM (CE);
;;;13124;Patativa FM 103,9 (CE);
;;;13125;São Bento FM (CE);
;;;13126;Santana FM (CE);
;;;13128;Cauípe 104 9 FM (Caucaia) (CE);
;;;13129;Cidade  - 99,1 FM (Caucaia) (CE);
;;;13130;Vida FM 102,9 (CE);
;;;13131;A3 FM - 91,3 FM (CE);
;;;13132;Atlântico Sul - 105,7 FM (CE);
;;;13133;Princesinha da Serra  FM 98,7 (CE);
;;;13134;Somzoom - 94,9 FM (Tianguá) (CE);
;;;13135;Somzoom - 97,5 FM (Icapui) (CE);
;;;13136;Somzoom - 89,5 FM (Canindé) (CE);
;;;13137;Somzoom Sat (Aracoiaba) (CE);
;;;13138;Somzoom - 104 FM (Pacatuba) (CE);
;;;13139;Caiçara  FM (CE);
;;;13140;Iracema FM 104 9 (CE);
;;;13147;106,4 FM (Fortaleza) (CE);
;;;13148;Jesus FM  (CE);
;;;13149;92 FM (Cascavel) (CE);
;;;13150;Asa Branca AM (CE);
;;;13151;Parambu FM (CE);
;;;13153;São Miguel FM (CE);
;;;13154;93,3 FM (Crateus) (CE);
;;;13155;Camocim FM (CE);
;;;13156;Meio Norte FM (CE);
;;;13157;Pinto Martins FM (CE);
;;;13158;São Francisco AM (CE);
;;;13159;São Francisco FM (CE);
;;;13160;Quaresma FM (CE);
;;;13161;Canaã FM (CE);
;;;13162;Poty AM (Crateus) (CE);
;;;13164;Redenção FM (CE);
;;;13165;Icapui FM (CE);
;;;13166;Regional FM (CE);
;;;13167;Novo Tempo FM (CE);
;;;13168;Acarau FM (CE);
;;;13169;Amontada FM (CE);
;;;13170;Coqueiro FM (CE);
;;;13171;Massapé FM (CE);
;;;13172;Nova FM (CE);
;;;13173;Liberal FM (CE);
;;;13174;Liberal AM (CE);
;;;13175;Monte Mor FM (CE);
;;;13176;Canário FM (CE);
;;;13177;Trapia AM (CE);
;;;13178;Trapia FM (CE);
;;;13179;Opção FM (CE);
;;;13180;Princesa do Vale AM (CE);
;;;13181;Limoeiro FM (CE);
;;;13182;Limoeiro AM (CE);
;;;13183;Araibu FM 104,9 (Russas)(CE);
;;;13184;Popular FM 104,9 (Jaguaruana)(CE);
;;;13185;Brasil 106,7 FM (Ico)(CE);
;;;13186;Popular FM (Russas)(CE);
;;;13187;União FM 96,5 (Jaguaruana)(CE);
;;;13188;Progresso AM (Russas)(CE);
;;;13192;106,3 Maranguape FM(CE);
;;;13194;104,9 FM (Chorozinho)(CE);
;;;13195;Rádio Shalom AM 690 KHz (Guaiuba)(CE);
;;;13400;Tropical FM (DF);
;;;13401;Canção Nova FM 89,1 (DF);
;;;13402;Sara Brasil FM - 99,7 FM (DF);
;;;13403;Alternativa FM (Planaltina) (DF);
;;;13404;Cultura FM (DF);
;;;13405;Kiss FM (DF);
;;;13406;Mega FM (DF);
;;;13407;Ok FM (DF);
;;;13408;Clube AM (DF);
;;;13409;Comunitário Local AM (DF);
;;;13410;Globo FM (DF);
;;;13411;Rede Pai Eterno 96,5 FM  (DF);
;;;13412;Vida FM (DF);
;;;13413;Tupi FM (DF);
;;;13414;Jovem Pan AM (DF);
;;;13415;Gospel 90,8 FM (DF);
;;;13416;Smurphies FM (DF);
;;;13417;Planalto AM  890 KHz(DF);
;;;13418;Universal (DF);
;;;13419;Mais 105,9 FM (Planaltina) (DF);
;;;13420;Senado 106,9 FM (DF);
;;;13422;Bandeirantes - 89,9 FM (DF);
;;;13423;Alternativa AM (Planaltina) (DF);
;;;13424;Sobradinho FM 98,1 (DF);
;;;13425;Feliz FM 101,3 (DF);
;;;13426;Maria FM 107,9 (DF);
;;;13427;Regional FM 98,1 (DF);
;;;13428;Sorria FM 103,1 Brasília (DF);
;;;13429;Justiça FM Brasília (DF);
;;;13431;Portal 730 AM (DF);
;;;13432;Câmara FM 96,9 (DF);
;;;13433;Renascer FM 87,9 (DF);
;;;13434;Força Aérea FM 91,1 Brasília (DF);
;;;13600;CBN FM - 93,5 FM(ES);
;;;13601;Cor da Vida FM(ES);
;;;13602;Capixaba AM(ES);
;;;13603;103 FM(Itaperuna)(ES);
;;;13604;Ativa FM (Jaguaré)(ES);
;;;13605;Montana FM(ES);
;;;13606;Aleluia FM(ES);
;;;13607;Rock FM(ES);
;;;13608;Super FM(ES);
;;;13609;94,7 FM (Vila Velha)(ES);
;;;13610;102 FM Sim Pinheiros(ES);
;;;13611;Alternativa FM - 87,9 FM(ES);
;;;13613;Marilândia FM(ES);
;;;13614;Atividade FM (ES);
;;;13615;Transanorte FM(ES);
;;;13616;Colina FM (Guarapari)(ES);
;;;13617;Cultura FM 97,3 FM(ES);
;;;13618;Litorânea FM 88 (Marataizes)(ES);
;;;13619;89 FM (Brejetus)(ES);
;;;13620;Alfredense FM(ES);
;;;13621;Alegre(ES);
;;;13622;Brejetuba FM(ES);
;;;13623;Integração FM(ES);
;;;13624;Munis(ES);
;;;13625;Litorânea(ES);
;;;13626;On Line 89(ES);
;;;13627;Aparecida do Norte(ES);
;;;13628;Cobilandia FM(ES);
;;;13629;Itaguaçu (ES);
;;;13630;SooretAMa FM(ES);
;;;13631;94,5 FM(ES);
;;;13632;FM Super (Serra)(ES);
;;;13633;Comunitário Local AM (Guacui)(ES);
;;;13634;Difusora AM(ES);
;;;13635;Sim Anchieta(ES);
;;;13637;Cultura FM  101,7 (Castelo)(ES);
;;;13638;Rádio Brejetuba 87,9 FM (ES);
;;;13639; Tribuna FM 99,1 (Vitória)(ES);
;;;13640;Cidade FM - 103,1 (ES);
;;;13642;Rádio Mimoso FM 87,9 (ES);
;;;13643;Barra de São Francisco FM 91,9 Barra de São Francisco (ES);
;;;13644;Onda Norte FM 87,9 FM Água Doce do Norte (ES);
;;;13645;Mais FM 98,5 Aracruz (ES);
;;;13646;Cultura de Castelo FM 101,7 Castelo (ES);
;;;13647;Sim FM 107,7 Cachoeiro do Itapemerim (ES);
;;;13648;Vida FM 87,9 Jerônimo Monteiro (ES);
;;;13649;Fama FM 104,5 Alegre (ES);
;;;13650;Farol FM Coruripe (AL);
;;;13651;Comunitária Estrela FM (AL);
;;;13652;Coqueiro Seco FM 87,5 (AL);
;;;13653;Alternativa FM 98,5 (AL);
;;;13654;Maravilha FM 87,9 Maravilha (AL);
;;;13655;JH FM Jacaré dos Homens (AL);
;;;13656;Kerigma FM 105,9 Igaci (AL);
;;;13657;Campo Alegre Fm 105,9 Campo Alegre (AL);
;;;13658;Cidade FM 87,9 Santana do Ipanema (AL);
;;;13659;Costa Dourada FM 87,9 Maragogi (AL);
;;;13660;Abaiara FM 105,9 (CE);
;;;13661;Cidade 88,5 FM (Quiterianópolis)(CE);
;;;13662;Acaraú FM 91,5 (CE);
;;;13663;Onda Sul 100.7 FM (CE);
;;;13664;Sul Cearense 820 AM (CE);
;;;13665;Rádio 98 FM Apuiarés (CE);
;;;13666;Comunitária Dendê Sol 104.7 FM (CE);
;;;13667;União FM 104,9 (CE);
;;;13668;Brasil Chorozinho 104.9 FM (CE);
;;;13669;Novo Horizonte FM 87,9 (CE);
;;;13670;Maranguape FM 106,3 (CE);
;;;13671;Itarema FM 98,7 (CE);
;;;13672;Rádio Cidade AM (Campos Sales) (CE);
;;;13673;Caminhoneiro FM 90,3 (CE);
;;;13674;Flor do Campo FM (CE);
;;;13675;Liberdade FM 98,7 (CE);
;;;13676;Aratuba FM 98,7 (CE);
;;;13677;Cidade de Ipu FM (CE);
;;;13678;FM do Povo (CE);
;;;13679;Praiana FM (CE);
;;;13680;Rio Jaguaribe FM (CE);
;;;13681;Formiguinha FM (CE);
;;;13682;Logos FM 102,3 (CE);
;;;13683;Marques Liberal FM (CE);
;;;13684;Natividade FM (CE);
;;;13685;Rádio Expresso Somzoom Sat 91.9 FM (CE);
;;;13686;Regional AM Ipu (CE);
;;;13687;RioMar FM (CE);
;;;13688;Vanguarda AM (CE);
;;;13689;Somzoom Sat Aratuba FM 89,5 (CE);
;;;13690;Super Vale AM (CE);
;;;13691;Jamacaru FM 105,9 (CE);
;;;13692;Verdinha AM 820;
;;;13693;Litorânea FM 98,7 (CE);
;;;13694;Aquarela FM (CE);
;;;13695;Cascavel FM 93 (CE);
;;;13696;Educativa FM 102,5 (CE);
;;;13697;Serrana FM 98,7 (CE);
;;;13698;Iguatú FM (CE);
;;;13699;Itatiaia AM 890 (CE);
;;;13900;Nossa Brasil FM 104,9 (GO);
;;;13901;Rural - FM 91 (GO);
;;;13902;Posse FM (GO);
;;;13903;Rosário FM (GO);
;;;13904;102,7 FM (Jatai) (GO);
;;;13905;Mania FM (GO);
;;;13906;105 AM (Inhumas) (GO);
;;;13907;107 FM (Goiânia) (GO);
;;;13908;98,5 FM (Inhumas) (GO);
;;;13910;87 FM (Goiânia) (GO);
;;;13911;87 FM (Bela Vista) (GO);
;;;13912;107,7 FM (Luziania) (GO);
;;;13913;88 FM (Goiânia)(GO);
;;;13914;90,7 FM (Goiânia) (GO);
;;;13915;97 FM (Rio Verde) (GO);
;;;13916;Atividade FM (GO);
;;;13917;Band FM (Itaberai) (GO);
;;;13918;Band AM (GO);
;;;13919;Nativa FM (GO);
;;;13920;Serra Dourada FM (Goiânia) (GO);
;;;13921;102 FM (Bela Vista) (GO);
;;;13922;Band 103,3 FM (Goiânia) (GO);
;;;13923;103,9 FM (Goiânia) (GO);
;;;13924;104 FM (Acreana) (GO);
;;;13925;107 FM (Montes Claros) (GO);
;;;13926;107 FM (Uruaçu) (GO);
;;;13927;90,6 FM (Morrinhos) (GO);
;;;13928;91 FM (Montes Claros de Goiás) (GO);
;;;13929;91,4 FM (Morrinhos) (GO);
;;;13930;91,7 FM (Morrinhos) (GO);
;;;13933;94,1 FM (Catalão) (GO);
;;;13934;Kiss FM 94,1 (Brasília) (GO);
;;;13935;94,5 FM (Valparaiso) (GO);
;;;13936;94,7 FM (Anapolis) (GO);
;;;13937;95,7 FM (Uruaçu) (GO);
;;;13938;96,5 FM (St Helena) (GO);
;;;13939;96,7 FM (Catalão) (GO);
;;;13940;96,9 FM (Goiânia) (GO);
;;;13941;97,3 FM (Vitoria do Mearim) (GO);
;;;13942;97,3 FM (Anapurus) (GO);
;;;13943;98,8 FM (Joviania) (GO);
;;;13944;Fonte da Vida - 103,7 FM (GO);
;;;13945;Clube da Comunicação - 730 KHz AM (GO);
;;;13946;Ativa FM (GO);
;;;13947;Caldas Novas FM (GO);
;;;13948;Caranda - 87,3 FM (GO);
;;;13949;Central FM (GO);
;;;13950;Mix FM (GO);
;;;13951;Onda FM (GO);
;;;13952;Paranaiba 90,2 FM (GO);
;;;14100;Gospel FM (CE);
;;;14101;Litoral AM 1110 Cascavel (CE);
;;;14102;Comunitária FM 104,9 Novo Oriente (CE);
;;;14103; Expresso Somzoom Sat 104.3 FM (CE);
;;;14104;Antena Centro FM 104,9 Quixeramobim (CE);
;;;14105;Assaré FM 105,9 Assaré (CE);
;;;14106;Santo Antônio FM 98,7 Caridade (CE);
;;;14107;Cariús 104.9 FM Cariús  (CE);
;;;14108;TransCariri FM 105.9 Missão Velha (CE);
;;;14109;Padre Cícero FM 104,9 Juazeiro do Norte (CE);
;;;14110;Vale do Puiu 87.9 FM;
;;;14111;Jangadeiro FM 98,9 Quixeramobim (CE);
;;;14112;Educativa Vale do Buriti FM 95,9 Santana do Cariri (CE);
;;;14113;Progresso FM 97,9 Juazeiro (CE);
;;;14114;Metropolitana AM 930 Fortaleza (CE);
;;;14200;Brejo FM (MA);
;;;14201;Nativa FM (MA);
;;;14202;Mirante FM 95,1 FM (Davinópolis) (MA);
;;;14203;Brilhanta FM  (MA);
;;;14204;Esperança FM 100,9 (MA);
;;;14205;95 1 (Davinópolis) (MA);
;;;14206;Iguara FM (MA);
;;;14207;Líder FM (MA);
;;;14208;Novo Tempo (MA);
;;;14209;Nacional  (MA);
;;;14210;Capital AM (MA);
;;;14211;Estrela FM (MA);
;;;14212;Cultura Coronel FM (MA);
;;;14213;Difusora AM (MA);
;;;14214;Geração Jovem FM (MA);
;;;14216;Meio Norte FM (MA);
;;;14217;Nova FM (MA);
;;;14218;Pedreiras FM (MA);
;;;14219;São Luis FM (MA);
;;;14220;Sociedade FM (MA);
;;;14221;Tropical FM 92,5 (MA);
;;;14222;FC FM(MA);
;;;14224;99,9 FM (Rosário)(MA);
;;;14226;Novo Horizonte FM(MA);
;;;14400;Libertas FM 99,5(MG);
;;;14401;Onda Nova FM (MG);
;;;14402;Prata FM (MG);
;;;14403;88,1  FM (Espinosa) (MG);
;;;14404;92 FM Espinosa (MG);
;;;14405;93 FM (Montes Claros)(MG);
;;;14407;98 FM Espinosa (MG);
;;;14408;Conexão FM  (MG);
;;;14409;101,1 FM (Governador Valadares) (MG);
;;;14410;Nossa FM 93,6(MG);
;;;14411;Globo AM (Montes Claros) (MG);
;;;14412;Estrada Real FM 102,5 (MG);
;;;14413;104 FM Espindola (MG);
;;;14414;Educativa 97,5 FM (MG);
;;;14415;Jovem Pan (Uberlândia) (MG);
;;;14416;Rio Congonhas (Congonhas) (MG);
;;;14417;Nativa FM (Poços de Caldas) (MG);
;;;14418;Dimensão FM - 105,1 FM (MG);
;;;14419;Gimirim FM 105,9 FM (MG);
;;;14420;Evangelica 103 3 FM (MG);
;;;14421;Araminas FM (MG);
;;;14422;Araujos FM (MG);
;;;14423;Indi FM 107,1 (MG);
;;;14424;Ipatinga AM (MG);
;;;14425;95 5 (Formiga) (MG);
;;;14426;Arco Iris (MG);
;;;14427;Cultura AM (João Monlevade) (MG);
;;;14428;Comunicativa (MG);
;;;14429;Montes Claros FM (MG);
;;;14430;Mais FM (MG);
;;;14431;Mariana FM (MG);
;;;14432;Ouro Preto AM (MG);
;;;14433;Real FM (MG);
;;;14434;River 89,9 FM (Rio Vermelho) (MG);
;;;14435;94,7 FM (Rio Vermelho) (MG);
;;;14436;99 9 FM (Rio Vermelho) (MG);
;;;14437;Musirama FM (MG);
;;;14438;Mania FM  (MG);
;;;14439;102,1 FM (Ubaporanga) (MG);
;;;14440;102,1 FM (Uberlandia) (MG);
;;;14441;102,9 FM (MG);
;;;14442;103,9 FM (Uberlandia) (MG);
;;;14443;103,3 Transamérica FM (Uberaba) (MG);
;;;14444;88 FM (Uberlândia) (MG);
;;;14445;102,9 FM (Extrema) (MG);
;;;14446;102,9 FM (Tapurama) (MG);
;;;14447;104,2 FM (Prata de Lajinha) (MG);
;;;14448;Transamérica 104,2 FM (Lajinha) (MG);
;;;14449;105,1 FM (Lajinha) (MG);
;;;14451;Fumec 89,9 FM (Belo Horizonte) (MG);
;;;14453;89,9 FM (Lajinha) (MG);
;;;14454;90,1 FM (Rio Vermelho) (MG);
;;;14455;91,3 FM (Rio Vermelho) (MG);
;;;14457;91,7 FM (Lajinha) (MG);
;;;14458;91,7 FM (Prata de Lajinha) (MG);
;;;14459;92,7 FM (Juiz de Fora) (MG);
;;;14460;92,7 FM (Ubaporanga) (MG);
;;;14461;92,7 FM (Belo Horizonte) (MG);
;;;14462;92,7 FM (Buenópolis) (MG);
;;;14463;Transmineral 92,7 FM (MG);
;;;14464;92,7 FM (Itacarambi) (MG);
;;;14465;92,7 FM (Lajinha) (MG);
;;;14466;92,7 FM (Montes Claros) (MG);
;;;14467;92,7 FM (Poços de Caldas) (MG);
;;;14469;93 FM (Nova Resende) (MG);
;;;14470;93 FM (Poços de Caldas) (MG);
;;;14471;93, 5 FM (Rio Vermelho) (MG);
;;;14472;93,3 FM (Lajinha) (MG);
;;;14474;94, 9 FM (Nova Resende) (MG);
;;;14475;94,7 FM (Lajinha) (MG);
;;;14476;95,7 FM (Nova Resende) (MG);
;;;14478;99,5 FM (Divisa Alegre) (MG);
;;;14479;99,1 FM (Aricanduva) (MG);
;;;14480;99,1 FM (Baldim) (MG);
;;;14481;99,1 FM (Conceição do Rio Verde) (MG);
;;;14482;99,1 FM (Divisa Alegre) (MG);
;;;14483;99,9 FM (Aricanduva) (MG);
;;;14484;99,9 FM (Itacarambi) (MG);
;;;14485;99,9 FM (Montes Claros) (MG);
;;;14486;99,9 FM (Rio Vermelho) (MG);
;;;14487;99,9 FM (Uberaba) (MG);
;;;14488;Aleluia 99,9 FM (Uberlândia) (MG);
;;;14489;Voz Da Vila FM (MG);
;;;14490;Aricanduva FM (MG);
;;;14491;Alvorada FM (MG);
;;;14492;Antena FM (MG);
;;;14493;Aparecida FM (MG);
;;;14494;Ativa FM (MG);
;;;14495;Bambui FM (MG);
;;;14496;Cidade - 670 AM (Bambui) (MG);
;;;14498;CBN FM (Buenópolis) (MG);
;;;14499;CBN FM (Poço Fundo) (MG);
;;;14500;Cidade FM (MG);
;;;14502;Cultura AM (Pedralva) (MG);
;;;14503;Cultura AM (Jacutinga) (MG);
;;;14504;Dinâmica FM (MG);
;;;14506;Voo Livre FM (MG);
;;;14507;Transamérica FM (Sonora) (MG);
;;;14508;Transamérica  FM (Extrema) (MG);
;;;14509;Transamérica  FM (João Pinheiro ) (MG);
;;;14510;Transamérica  FM (Primavera Leste) (MG);
;;;14511;Itatiaia FM (Aricanduva) (MG);
;;;14512;Itatiaia FM (João Pinheiro) (MG);
;;;14513;Itatiaia  FM (Juiz de Fora ) (MG);
;;;14514;Jovem Pan FM (Juiz de Fora ) (MG);
;;;14515;Jovem Pan FM (Ponte Nova ) (MG);
;;;14516;Líder FM (MG);
;;;14517;Life FM (MG);
;;;14518;Local FM (Juiz de Fora ) (MG);
;;;14519;Local FM (Uberaba) (MG);
;;;14520;Masirama FM (MG);
;;;14521;Matele FM (MG);
;;;14522;Módulo FM (MG);
;;;14523;Nacional FM (MG);
;;;14524;Ondas Minas FM (MG);
;;;14526;Bel Rio FM 102,7 FM (Pirapora)(MG);
;;;14527;Bom Sucesso FM 107,1 FM(MG);
;;;14528;Clube 94 FM (Pirapora)(MG);
;;;14531;Ativa - 101,9 FM (Cataguases)(MG);
;;;14532;101,1 Cultura FM (Visconde do Rio Branco)(MG);
;;;14533;Alternativa 104,9 FM (Visconde do Rio Branco)(MG);
;;;14534;Sucesso FM 93 FM (Divinópolis)(MG);
;;;14536;Difusora AM 560 KHz (Montes Claros)(MG);
;;;14537;O Dia 100,5 FM(MG);
;;;14538;Difusora AM 850 KHz  (Pains)(MG);
;;;14539;Difusora FM 98,9 FM (Patrocínio)(MG);
;;;14540;Difusora 630 AM (Uberaba)(MG);
;;;14541;107,5 FM (Guarda-Mor)(MG);
;;;14543;Nova Sertaneja FM 95,3 (Divinópolis)(MG);
;;;14544;Opção FM 105,9(MG);
;;;14545;Ouro FM 107,3 (Entre Rios de Minas)(MG);
;;;14546;Santana FM 96,9 FM (Itaúna)(MG);
;;;14547;Social FM 104,9 FM (Nanuque)(MG);
;;;14548;Tropical FM 87,9 FM (Martinho Campos)(MG);
;;;14549;Pains FM 87,9 (MG);
;;;14550;Transamérica FM 91,9 (Ibirité)(MG);
;;;14551;Vida  FM 99,3  (Cataguases)(MG);
;;;14552;Studio 87 FM(MG);
;;;14553;Rádio 104 FM (Cataguases)(MG);
;;;14554;Gerais FM  105,7 (Cataguases)(MG);
;;;14555;Rádio Ind  FM 107,1(MG);
;;;14556;Rádio 107 FM (Divinópolis)(MG);
;;;14557;União FM 87,9(MG);
;;;14558;Rádio 94 FM (Lavras)(MG);
;;;14560;C2 FM (Santa Rita de Caldas)(MG);
;;;14561;Cidade FM (Piracema)(MG);
;;;14562;Clan 94,5 FM (Nanuque)(MG);
;;;14563;Clube FM (Iturama)(MG);
;;;14564;Clube FM (Pirapora)(MG);
;;;14565;Clube FM (Entre Rios de Minas)(MG);
;;;14566;Fama FM (Boa Esperança)(MG);
;;;14567;Criativa FM - 106,3 (Martinho Campos)(MG);
;;;14568;Difusora FM (Dom Bosco)(MG);
;;;14569;Difusora AM (Patrocinio)(MG);
;;;14570;Difusora AM (Pocos de Caldas)(MG);
;;;14571;Fabulosa FM - FM 97,1(MG);
;;;14572;Mato Verde FM 87,9(MG);
;;;14573;Icaraí FM - 87,9(MG);
;;;14574;Imigrantes - 100,9 FM (Teofilo Otoni)(MG);
;;;14575;Jovem Pan (Lavras)(MG);
;;;14576;Liberdade 87, 9 FM (Porteirinha)(MG);
;;;14577;Liderança - FM 104,9 (Boa Esperança)(MG);
;;;14578;Manhuaçu  AM 710 KHz (MG);
;;;14579;Módulo FM 91,3 FM(MG);
;;;14581;Nova Sion FM 87,9 (MG);
;;;14582;Oásis FM 104,9 (MG);
;;;14583;Serrana FM  87,9 (Jaboticatubas)(MG);
;;;14584;Sinal Verde FM 93,3(MG);
;;;14586;Cidade - 94,5 FM (Araxá)(MG);
;;;14588;Vanguarda 103,1 FM (Varginha)(MG);
;;;14589;Clube FM (Curvelo) (MG);
;;;14590;Nova Melodia - 92,5FM (DF);
;;;14591;96.5 FM - Goianésia (GO);
;;;14593;São Carlos 103.9 FM - Goianesia (GO);
;;;14594;Araguaia FM (GO);
;;;14595;104 FM - Comunitária (Itarumã)(GO);
;;;14596;Louvor - FM 97,5(GO);
;;;14597;Cidade FM - 101,1 (Luziania) (GO);
;;;14598;104,7 FM (Niquelandia)(GO);
;;;14599;Mantiqueira AM - 680 AM (GO);
;;;14600;Fonte da Vida 103.7 FM (GO);
;;;14601;Sucesso - 101.5 FM (GO);
;;;14602;Clube - FM 105,5 (GO);
;;;14603;Brasil Central 1270 AM(GO);
;;;14604;RBC FM 90.1 (GO);
;;;14605;Centro América 99.9 FM(GO);
;;;14606;Trans-Araguaia FM (GO);
;;;14607;Alvorecer FM (GO);
;;;14608;Tropical FM de Caldas Novas (GO);
;;;14609;Clube 98.7 FM - Campinaçu (GO);
;;;14610;Itajá - FM 105,9 (GO);
;;;14611;Cerrado - FM 103,1 (GO);
;;;14612;Orizona 87,9 FM(GO);
;;;14613;Cultura - FM 98,9 (GO);
;;;14614;Serra Dourada - FM 95,7 (Posse) (GO);
;;;14615;Visão 104,9 FM (GO);
;;;14616;Ouro Branco 102,7 FM (GO);
;;;14617;Criativa 104,7 FM (GO);
;;;14618;Nova Onda 87,9 FM (GO);
;;;14619;Clube FM 102,9 (Goiânia)(GO);
;;;14620;Supra Fm 90,9 Luziânia (GO);
;;;14621;Veredas FM 93,5 Parauna (GO);
;;;14622;Sucesso FM 91,5 Jataí (GO);
;;;14623;Missão FM 100,7 Jataí (GO);
;;;14624;Palmeiras FM 88,9 Palmeiras de Goiás (GO);
;;;14625;Rural FM 97,9 São João da Aliança (GO);
;;;14626;Pai Eterno FM Goiânia (GO);
;;;14627;Alternativa FM 87,9 Itumbiara (GO);
;;;14628;Orquídea FM 98,7 Piracanjuba (GO);
;;;14629;Satélite FM 104,9 Piranhas (GO);
;;;14630;Clube Vida FM 87,9 Jussara (GO);
;;;14631;Vale do Araguaia 104,9 FM São Miguel do Araguaia (GO);
;;;14632;São Miguel FM 87,9 São Miguel do Passaquatro (GO);
;;;14633;Cidade FM 87,9 Palmeira de Goiás (GO);
;;;14634;Clube Fm 88,7 Rio Verde (GO);
;;;14635;Tupi FM 87,9 Porteirão (GO);
;;;14636;Liberdade FM 104,9;
;;;14637;Universitária AM 870 Goiânia (GO);
;;;14638;Bandeirantes AM 820 Goiânia (GO);
;;;14639;Fama FM 87,9 Goiânia (GO);
;;;14640;Rádio Globo on-line;
;;;14641;Rádio Record on-line;
;;;14642;Cidade FM 98,1 Águas Lindas de Goiás;
;;;14643;Vale FM 102,5 São Luís de Montes Belos (GO);
;;;14700;Pantanal FM(MS);
;;;14702;Shalom AM(MS);
;;;14703;Central FM(MS);
;;;14704;Maracana FM(MS);
;;;14705;Atalaia FM(MS);
;;;14706;95,0 FM (Campo Grande)(MS);
;;;14707;Cativa FM 89,7(MS);
;;;14708;Cidade  - 97 FM (Dourados)(MS);
;;;14709;Vale Azul 87 9 FM(MS);
;;;14710;Harmonia FM(MS);
;;;14711;Nova Alvorada FM(MS);
;;;14712;Ilha FM(MS);
;;;14713;Caranda FM(MS);
;;;14714;Dinâmica FM(MS);
;;;14715;Galope 98 FM(MS);
;;;14716;Gama FM(MS);
;;;14717;Bonito 989 KHz(MS);
;;;14718;Gamara FM(MS);
;;;14719;95 FM (Primavera Leste)(MS);
;;;14720;95,4 FM (Sidrolandia)(MS);
;;;14721;96 FM (Campo Grande)(MS);
;;;14722;97 FM (SIDRILANDIA)(MS);
;;;14723;97 FM (Ponta Porã)(MS);
;;;14724;97 FM (Primavera Leste)(MS);
;;;14725;97 FM (Sidrolandia)(MS);
;;;14726;97,9 FM (Campo Grande)(MS);
;;;14727;98 FM (Campo Grande)(MS);
;;;14728;98 FM (Ponta Porã)(MS);
;;;14729;98 FM (Dourados)(MS);
;;;14730;103 FM (Campo Grande)(MS);
;;;14731;97,9 FM (Bonito)(MS);
;;;14732;Uniderpe FM 103,7(MS);
;;;14733;1250 AM (Campo Grande)(AM);
;;;14734;97,4 FM (Sidrolandia)(MS);
;;;14735;97,9 FM (Dourados)(MS);
;;;14736;98,5 FM (Campo Grande)(MS);
